DD,50,-21.674,17.6117,B39
DB,50,-20.658,17.6117,B40
CY,50,-19.642,17.6117,B41
CV,50,-18.626,17.6117,B42
CT,50,-17.61,17.6117,B43
CP,50,-16.594,17.6117,B44
CM,50,-15.578,17.6117,B45
CK,50,-14.562,17.6117,B46
CH,50,-13.546,17.6117,B47
CF,50,-12.53,17.6117,B48
CD,50,-11.514,17.6117,B49
CB,50,-10.498,17.6117,B50
BY,50,-9.482,17.6117,B51
DE,49,-22.182,16.7303,B52
DC,49,-21.166,16.7303,B53
DA,49,-20.15,16.7303,B54
CW,49,-19.134,16.7303,B55
CU,49,-18.118,16.7303,B56
CR,49,-17.102,16.7303,B57
CN,49,-16.086,16.7303,B58
CL,49,-15.07,16.7303,B59
CJ,49,-14.054,16.7303,B60
CG,49,-13.038,16.7303,B61
CE,49,-12.022,16.7303,B62
CC,49,-11.006,16.7303,B63
CA,49,-9.99,16.7303,B64
DF,48,-22.69,15.8489,C01
DD,48,-21.674,15.8489,C02
DB,48,-20.658,15.8489,C03
CY,48,-19.642,15.8489,C04
CV,48,-18.626,15.8489,C05
CT,48,-17.61,15.8489,C06
CP,48,-16.594,15.8489,C07
CM,48,-15.578,15.8489,C08
CK,48,-14.562,15.8489,C09
CH,48,-13.546,15.8489,C10
CF,48,-12.53,15.8489,C11
CD,48,-11.514,15.8489,C12
CB,48,-10.498,15.8489,C13
BY,48,-9.482,15.8489,C14
DE,47,-22.182,14.9675,C15
DC,47,-21.166,14.9675,C16
DA,47,-20.15,14.9675,C17
CW,47,-19.134,14.9675,C18
CU,47,-18.118,14.9675,C19
CR,47,-17.102,14.9675,C20
CN,47,-16.086,14.9675,C21
CL,47,-15.07,14.9675,C22
CJ,47,-14.054,14.9675,C23
CG,47,-13.038,14.9675,C24
CE,47,-12.022,14.9675,C25
CC,47,-11.006,14.9675,C26
CA,47,-9.99,14.9675,C27
DF,46,-22.69,14.0861,C28
DD,46,-21.674,14.0861,C29
DB,46,-20.658,14.0861,C30
CY,46,-19.642,14.0861,C31
CV,46,-18.626,14.0861,C32
CT,46,-17.61,14.0861,C33
CP,46,-16.594,14.0861,C34
CM,46,-15.578,14.0861,C35
CK,46,-14.562,14.0861,C36
CH,46,-13.546,14.0861,C37
CF,46,-12.53,14.0861,C38
CD,46,-11.514,14.0861,C39
CB,46,-10.498,14.0861,C40
BY,46,-9.482,14.0861,C41
DE,45,-22.182,13.2047,C42
DC,45,-21.166,13.2047,C43
DA,45,-20.15,13.2047,C44
CW,45,-19.134,13.2047,C45
CU,45,-18.118,13.2047,C46
CR,45,-17.102,13.2047,C47
CN,45,-16.086,13.2047,C48
CL,45,-15.07,13.2047,C49
CJ,45,-14.054,13.2047,C50
CG,45,-13.038,13.2047,C51
CE,45,-12.022,13.2047,C52
CC,45,-11.006,13.2047,C53
CA,45,-9.99,13.2047,C54
DF,44,-22.69,12.3233,C55
DD,44,-21.674,12.3233,C56
DB,44,-20.658,12.3233,C57
CY,44,-19.642,12.3233,C58
CV,44,-18.626,12.3233,C59
CT,44,-17.61,12.3233,C60
CP,44,-16.594,12.3233,C61
CM,44,-15.578,12.3233,C62
CK,44,-14.562,12.3233,C63
CH,44,-13.546,12.3233,C64
CF,44,-12.53,12.3233,D01
CD,44,-11.514,12.3233,D02
CB,44,-10.498,12.3233,D03
BY,44,-9.482,12.3233,D04
DE,43,-22.182,11.4419,D05
DC,43,-21.166,11.4419,D06
DA,43,-20.15,11.4419,D07
CW,43,-19.134,11.4419,D08
CU,43,-18.118,11.4419,D09
CR,43,-17.102,11.4419,D10
CN,43,-16.086,11.4419,D11
CL,43,-15.07,11.4419,D12
CJ,43,-14.054,11.4419,D13
CG,43,-13.038,11.4419,D14
CE,43,-12.022,11.4419,D15
CC,43,-11.006,11.4419,D16
CA,43,-9.99,11.4419,D17
DF,42,-22.69,10.5605,D18
DD,42,-21.674,10.5605,D19
DB,42,-20.658,10.5605,D20
CY,42,-19.642,10.5605,D21
CV,42,-18.626,10.5605,D22
CT,42,-17.61,10.5605,D23
CP,42,-16.594,10.5605,D24
CM,42,-15.578,10.5605,D25
CK,42,-14.562,10.5605,D26
CH,42,-13.546,10.5605,D27
CF,42,-12.53,10.5605,D28
CD,42,-11.514,10.5605,D29
CB,42,-10.498,10.5605,D30
BY,42,-9.482,10.5605,D31
DE,41,-22.182,9.6791,D32
DC,41,-21.166,9.6791,D33
DA,41,-20.15,9.6791,D34
CW,41,-19.134,9.6791,D35
CU,41,-18.118,9.6791,D36
CR,41,-17.102,9.6791,D37
CN,41,-16.086,9.6791,D38
CL,41,-15.07,9.6791,D39
CJ,41,-14.054,9.6791,D40
CG,41,-13.038,9.6791,D41
CE,41,-12.022,9.6791,D42
CC,41,-11.006,9.6791,D43
CA,41,-9.99,9.6791,D44
DF,40,-22.69,8.7977,D45
DD,40,-21.674,8.7977,D46
DB,40,-20.658,8.7977,D47
CY,40,-19.642,8.7977,D48
CV,40,-18.626,8.7977,D49
CT,40,-17.61,8.7977,D50
CP,40,-16.594,8.7977,D51
CM,40,-15.578,8.7977,D52
CK,40,-14.562,8.7977,D53
CH,40,-13.546,8.7977,D54
CF,40,-12.53,8.7977,D55
CD,40,-11.514,8.7977,D56
CB,40,-10.498,8.7977,D57
BY,40,-9.482,8.7977,D58
DE,39,-22.182,7.9163,D59
DC,39,-21.166,7.9163,D60
DA,39,-20.15,7.9163,D61
CW,39,-19.134,7.9163,D62
CU,39,-18.118,7.9163,D63
CR,39,-17.102,7.9163,D64
CN,39,-16.086,7.9163,E01
CL,39,-15.07,7.9163,E02
CJ,39,-14.054,7.9163,E03
CG,39,-13.038,7.9163,E04
CE,39,-12.022,7.9163,E05
CC,39,-11.006,7.9163,E06
CA,39,-9.99,7.9163,E07
DF,38,-22.69,7.0349,E08
DD,38,-21.674,7.0349,E09
DB,38,-20.658,7.0349,E10
CY,38,-19.642,7.0349,E11
CV,38,-18.626,7.0349,E12
CT,38,-17.61,7.0349,E13
CP,38,-16.594,7.0349,E14
CM,38,-15.578,7.0349,E15
CK,38,-14.562,7.0349,E16
CH,38,-13.546,7.0349,E17
CF,38,-12.53,7.0349,E18
CD,38,-11.514,7.0349,E19
CB,38,-10.498,7.0349,E20
BY,38,-9.482,7.0349,E21
DE,37,-22.182,6.1535,E22
DC,37,-21.166,6.1535,E23
DA,37,-20.15,6.1535,E24
CW,37,-19.134,6.1535,E25
CU,37,-18.118,6.1535,E26
CR,37,-17.102,6.1535,E27
CN,37,-16.086,6.1535,E28
CL,37,-15.07,6.1535,E29
CJ,37,-14.054,6.1535,E30
CG,37,-13.038,6.1535,E31
CE,37,-12.022,6.1535,E32
CC,37,-11.006,6.1535,E33
CA,37,-9.99,6.1535,E34
DF,36,-22.69,5.2721,E35
DD,36,-21.674,5.2721,E36
DB,36,-20.658,5.2721,E37
CY,36,-19.642,5.2721,E38
CV,36,-18.626,5.2721,E39
CT,36,-17.61,5.2721,E40
CP,36,-16.594,5.2721,E41
CM,36,-15.578,5.2721,E42
CK,36,-14.562,5.2721,E43
CH,36,-13.546,5.2721,E44
CF,36,-12.53,5.2721,E45
CD,36,-11.514,5.2721,E46
CB,36,-10.498,5.2721,E47
BY,36,-9.482,5.2721,E48
DE,35,-22.182,4.3907,E49
DC,35,-21.166,4.3907,E50
DA,35,-20.15,4.3907,E51
CW,35,-19.134,4.3907,E52
CU,35,-18.118,4.3907,E53
CR,35,-17.102,4.3907,E54
CN,35,-16.086,4.3907,E55
CL,35,-15.07,4.3907,E56
CJ,35,-14.054,4.3907,E57
CG,35,-13.038,4.3907,E58
CE,35,-12.022,4.3907,E59
CC,35,-11.006,4.3907,E60
CA,35,-9.99,4.3907,E61
DF,34,-22.69,3.5093,E62
DD,34,-21.674,3.5093,E63
DB,34,-20.658,3.5093,E64
CY,34,-19.642,3.5093,F01
CV,34,-18.626,3.5093,F02
CT,34,-17.61,3.5093,F03
CP,34,-16.594,3.5093,F04
CM,34,-15.578,3.5093,F05
CK,34,-14.562,3.5093,F06
CH,34,-13.546,3.5093,F07
CF,34,-12.53,3.5093,F08
CD,34,-11.514,3.5093,F09
CB,34,-10.498,3.5093,F10
BY,34,-9.482,3.5093,F11
DE,33,-22.182,2.6279,F12
DC,33,-21.166,2.6279,F13
DA,33,-20.15,2.6279,F14
CW,33,-19.134,2.6279,F15
CU,33,-18.118,2.6279,F16
CR,33,-17.102,2.6279,F17
CN,33,-16.086,2.6279,F18
CL,33,-15.07,2.6279,F19
CJ,33,-14.054,2.6279,F20
CG,33,-13.038,2.6279,F21
CE,33,-12.022,2.6279,F22
CC,33,-11.006,2.6279,F23
CA,33,-9.99,2.6279,F24
DF,32,-22.69,1.7465,F25
DD,32,-21.674,1.7465,F26
DB,32,-20.658,1.7465,F27
CY,32,-19.642,1.7465,F28
CV,32,-18.626,1.7465,F29
CT,32,-17.61,1.7465,F30
CP,32,-16.594,1.7465,F31
CM,32,-15.578,1.7465,F32
CK,32,-14.562,1.7465,F33
CH,32,-13.546,1.7465,F34
CF,32,-12.53,1.7465,F35
CD,32,-11.514,1.7465,F36
CB,32,-10.498,1.7465,F37
BY,32,-9.482,1.7465,F38
DE,31,-22.182,0.8651,F39
DC,31,-21.166,0.8651,F40
DA,31,-20.15,0.8651,F41
CW,31,-19.134,0.8651,F42
CU,31,-18.118,0.8651,F43
CR,31,-17.102,0.8651,F44
CN,31,-16.086,0.8651,F45
CL,31,-15.07,0.8651,F46
CJ,31,-14.054,0.8651,F47
CG,31,-13.038,0.8651,F48
CE,31,-12.022,0.8651,F49
CC,31,-11.006,0.8651,F50
CA,31,-9.99,0.8651,F51
DF,30,-22.69,-0.0163,F52
DD,30,-21.674,-0.0163,F53
DB,30,-20.658,-0.0163,F54
CY,30,-19.642,-0.0163,F55
CV,30,-18.626,-0.0163,F56
CT,30,-17.61,-0.0163,F57
CP,30,-16.594,-0.0163,F58
CM,30,-15.578,-0.0163,F59
CK,30,-14.562,-0.0163,F60
CH,30,-13.546,-0.0163,F61
CF,30,-12.53,-0.0163,F62
CD,30,-11.514,-0.0163,F63
CB,30,-10.498,-0.0163,F64
BY,30,-9.482,-0.0163,G01
DE,29,-22.182,-0.8977,G02
DC,29,-21.166,-0.8977,G03
DA,29,-20.15,-0.8977,G04
CW,29,-19.134,-0.8977,G05
CU,29,-18.118,-0.8977,G06
CR,29,-17.102,-0.8977,G07
CN,29,-16.086,-0.8977,G08
CL,29,-15.07,-0.8977,G09
CJ,29,-14.054,-0.8977,G10
CG,29,-13.038,-0.8977,G11
CE,29,-12.022,-0.8977,G12
CC,29,-11.006,-0.8977,G13
CA,29,-9.99,-0.8977,G14
DF,28,-22.69,-1.7791,G15
DD,28,-21.674,-1.7791,G16
DB,28,-20.658,-1.7791,G17
CY,28,-19.642,-1.7791,G18
CV,28,-18.626,-1.7791,G19
CT,28,-17.61,-1.7791,G20
CP,28,-16.594,-1.7791,G21
CM,28,-15.578,-1.7791,G22
CK,28,-14.562,-1.7791,G23
CH,28,-13.546,-1.7791,G24
CF,28,-12.53,-1.7791,G25
CD,28,-11.514,-1.7791,G26
CB,28,-10.498,-1.7791,G27
BY,28,-9.482,-1.7791,G28
DE,27,-22.182,-2.6605,G29
DC,27,-21.166,-2.6605,G30
DA,27,-20.15,-2.6605,G31
CW,27,-19.134,-2.6605,G32
CU,27,-18.118,-2.6605,G33
CR,27,-17.102,-2.6605,G34
CN,27,-16.086,-2.6605,G35
CL,27,-15.07,-2.6605,G36
CJ,27,-14.054,-2.6605,G37
CG,27,-13.038,-2.6605,G38
CE,27,-12.022,-2.6605,G39
CC,27,-11.006,-2.6605,G40
CA,27,-9.99,-2.6605,G41
DF,26,-22.69,-3.5419,G42
DD,26,-21.674,-3.5419,G43
DB,26,-20.658,-3.5419,G44
CY,26,-19.642,-3.5419,G45
CV,26,-18.626,-3.5419,G46
CT,26,-17.61,-3.5419,G47
CP,26,-16.594,-3.5419,G48
CM,26,-15.578,-3.5419,G49
CK,26,-14.562,-3.5419,G50
CH,26,-13.546,-3.5419,G51
CF,26,-12.53,-3.5419,G52
CD,26,-11.514,-3.5419,G53
CB,26,-10.498,-3.5419,G54
BY,26,-9.482,-3.5419,G55
DE,25,-22.182,-4.4233,G56
DC,25,-21.166,-4.4233,G57
DA,25,-20.15,-4.4233,G58
CW,25,-19.134,-4.4233,G59
CU,25,-18.118,-4.4233,G60
CR,25,-17.102,-4.4233,G61
CN,25,-16.086,-4.4233,G62
CL,25,-15.07,-4.4233,G63
CJ,25,-14.054,-4.4233,G64
CG,25,-13.038,-4.4233,H01
CE,25,-12.022,-4.4233,H02
CC,25,-11.006,-4.4233,H03
CA,25,-9.99,-4.4233,H04
DF,24,-22.69,-5.3047,H05
DD,24,-21.674,-5.3047,H06
DB,24,-20.658,-5.3047,H07
CY,24,-19.642,-5.3047,H08
CV,24,-18.626,-5.3047,H09
CT,24,-17.61,-5.3047,H10
CP,24,-16.594,-5.3047,H11
CM,24,-15.578,-5.3047,H12
CK,24,-14.562,-5.3047,H13
CH,24,-13.546,-5.3047,H14
CF,24,-12.53,-5.3047,H15
CD,24,-11.514,-5.3047,H16
CB,24,-10.498,-5.3047,H17
BY,24,-9.482,-5.3047,H18
DE,23,-22.182,-6.1861,H19
DC,23,-21.166,-6.1861,H20
DA,23,-20.15,-6.1861,H21
CW,23,-19.134,-6.1861,H22
CU,23,-18.118,-6.1861,H23
CR,23,-17.102,-6.1861,H24
CN,23,-16.086,-6.1861,H25
CL,23,-15.07,-6.1861,H26
CJ,23,-14.054,-6.1861,H27
CG,23,-13.038,-6.1861,H28
CE,23,-12.022,-6.1861,H29
CC,23,-11.006,-6.1861,H30
CA,23,-9.99,-6.1861,H31
DF,22,-22.69,-7.0675,H32
DD,22,-21.674,-7.0675,H33
DB,22,-20.658,-7.0675,H34
CY,22,-19.642,-7.0675,H35
CV,22,-18.626,-7.0675,H36
CT,22,-17.61,-7.0675,H37
CP,22,-16.594,-7.0675,H38
CM,22,-15.578,-7.0675,H39
CK,22,-14.562,-7.0675,H40
CH,22,-13.546,-7.0675,H41
CF,22,-12.53,-7.0675,H42
CD,22,-11.514,-7.0675,H43
CB,22,-10.498,-7.0675,H44
BY,22,-9.482,-7.0675,H45
DE,21,-22.182,-7.9489,H46
DC,21,-21.166,-7.9489,H47
DA,21,-20.15,-7.9489,H48
CW,21,-19.134,-7.9489,H49
CU,21,-18.118,-7.9489,H50
CR,21,-17.102,-7.9489,H51
CN,21,-16.086,-7.9489,H52
CL,21,-15.07,-7.9489,H53
CJ,21,-14.054,-7.9489,H54
CG,21,-13.038,-7.9489,H55
CE,21,-12.022,-7.9489,H56
CC,21,-11.006,-7.9489,H57
CA,21,-9.99,-7.9489,H58
DF,20,-22.69,-8.8303,H59
DD,20,-21.674,-8.8303,H60
DB,20,-20.658,-8.8303,H61
CY,20,-19.642,-8.8303,H62
CV,20,-18.626,-8.8303,H63
CT,20,-17.61,-8.8303,H64
CP,20,-16.594,-8.8303,I01
CM,20,-15.578,-8.8303,I02
CK,20,-14.562,-8.8303,I03
CH,20,-13.546,-8.8303,I04
CF,20,-12.53,-8.8303,I05
CD,20,-11.514,-8.8303,I06
CB,20,-10.498,-8.8303,I07
BY,20,-9.482,-8.8303,I08
DE,19,-22.182,-9.7117,I09
DC,19,-21.166,-9.7117,I10
DA,19,-20.15,-9.7117,I11
CW,19,-19.134,-9.7117,I12
CU,19,-18.118,-9.7117,I13
CR,19,-17.102,-9.7117,I14
CN,19,-16.086,-9.7117,I15
CL,19,-15.07,-9.7117,I16
CJ,19,-14.054,-9.7117,I17
CG,19,-13.038,-9.7117,I18
CE,19,-12.022,-9.7117,I19
CC,19,-11.006,-9.7117,I20
CA,19,-9.99,-9.7117,I21
DF,18,-22.69,-10.5931,I22
DD,18,-21.674,-10.5931,I23
DB,18,-20.658,-10.5931,I24
CY,18,-19.642,-10.5931,I25
CV,18,-18.626,-10.5931,I26
CT,18,-17.61,-10.5931,I27
CP,18,-16.594,-10.5931,I28
CM,18,-15.578,-10.5931,I29
CK,18,-14.562,-10.5931,I30
CH,18,-13.546,-10.5931,I31
CF,18,-12.53,-10.5931,I32
CD,18,-11.514,-10.5931,I33
CB,18,-10.498,-10.5931,I34
BY,18,-9.482,-10.5931,I35
DE,17,-22.182,-11.4745,I36
DC,17,-21.166,-11.4745,I37
DA,17,-20.15,-11.4745,I38
CW,17,-19.134,-11.4745,I39
CU,17,-18.118,-11.4745,I40
CR,17,-17.102,-11.4745,I41
CN,17,-16.086,-11.4745,I42
CL,17,-15.07,-11.4745,I43
CJ,17,-14.054,-11.4745,I44
CG,17,-13.038,-11.4745,I45
CE,17,-12.022,-11.4745,I46
CC,17,-11.006,-11.4745,I47
CA,17,-9.99,-11.4745,I48
BW,17,-8.974,-11.4745,I49
BU,17,-7.958,-11.4745,I50
BR,17,-6.942,-11.4745,I51
BN,17,-5.926,-11.4745,I52
BL,17,-4.91,-11.4745,I53
BJ,17,-3.894,-11.4745,I54
BG,17,-2.878,-11.4745,I55
BE,17,-1.862,-11.4745,I56
BC,17,-0.846,-11.4745,I57
BA,17,0.17,-11.4745,I58
AW,17,1.186,-11.4745,I59
AU,17,2.202,-11.4745,I60
AR,17,3.218,-11.4745,I61
AN,17,4.234,-11.4745,I62
AL,17,5.25,-11.4745,I63
AJ,17,6.266,-11.4745,I64
DF,16,-22.69,-12.3559,J01
DD,16,-21.674,-12.3559,J02
DB,16,-20.658,-12.3559,J03
CY,16,-19.642,-12.3559,J04
CV,16,-18.626,-12.3559,J05
CT,16,-17.61,-12.3559,J06
CP,16,-16.594,-12.3559,J07
CM,16,-15.578,-12.3559,J08
CK,16,-14.562,-12.3559,J09
CH,16,-13.546,-12.3559,J10
CF,16,-12.53,-12.3559,J11
CD,16,-11.514,-12.3559,J12
CB,16,-10.498,-12.3559,J13
BY,16,-9.482,-12.3559,J14
BV,16,-8.466,-12.3559,J15
BT,16,-7.45,-12.3559,J16
BP,16,-6.434,-12.3559,J17
BM,16,-5.418,-12.3559,J18
BK,16,-4.402,-12.3559,J19
BH,16,-3.386,-12.3559,J20
BF,16,-2.37,-12.3559,J21
BD,16,-1.354,-12.3559,J22
BB,16,-0.338,-12.3559,J23
AY,16,0.678,-12.3559,J24
AV,16,1.694,-12.3559,J25
AT,16,2.71,-12.3559,J26
AP,16,3.726,-12.3559,J27
AM,16,4.742,-12.3559,J28
AK,16,5.758,-12.3559,J29
AH,16,6.774,-12.3559,J30
DE,15,-22.182,-13.2373,J31
DC,15,-21.166,-13.2373,J32
DA,15,-20.15,-13.2373,J33
CW,15,-19.134,-13.2373,J34
CU,15,-18.118,-13.2373,J35
CR,15,-17.102,-13.2373,J36
CN,15,-16.086,-13.2373,J37
CL,15,-15.07,-13.2373,J38
CJ,15,-14.054,-13.2373,J39
CG,15,-13.038,-13.2373,J40
CE,15,-12.022,-13.2373,J41
CC,15,-11.006,-13.2373,J42
CA,15,-9.99,-13.2373,J43
BW,15,-8.974,-13.2373,J44
BU,15,-7.958,-13.2373,J45
BR,15,-6.942,-13.2373,J46
BN,15,-5.926,-13.2373,J47
BL,15,-4.91,-13.2373,J48
BJ,15,-3.894,-13.2373,J49
BG,15,-2.878,-13.2373,J50
BE,15,-1.862,-13.2373,J51
BC,15,-0.846,-13.2373,J52
BA,15,0.17,-13.2373,J53
AW,15,1.186,-13.2373,J54
AU,15,2.202,-13.2373,J55
AR,15,3.218,-13.2373,J56
AN,15,4.234,-13.2373,J57
AL,15,5.25,-13.2373,J58
AJ,15,6.266,-13.2373,J59
DF,14,-22.69,-14.1187,J60
DD,14,-21.674,-14.1187,J61
DB,14,-20.658,-14.1187,J62
CY,14,-19.642,-14.1187,J63
CV,14,-18.626,-14.1187,J64
CT,14,-17.61,-14.1187,K01
CP,14,-16.594,-14.1187,K02
CM,14,-15.578,-14.1187,K03
CK,14,-14.562,-14.1187,K04
CH,14,-13.546,-14.1187,K05
CF,14,-12.53,-14.1187,K06
CD,14,-11.514,-14.1187,K07
CB,14,-10.498,-14.1187,K08
BY,14,-9.482,-14.1187,K09
BV,14,-8.466,-14.1187,K10
BT,14,-7.45,-14.1187,K11
BP,14,-6.434,-14.1187,K12
BM,14,-5.418,-14.1187,K13
BK,14,-4.402,-14.1187,K14
BH,14,-3.386,-14.1187,K15
BF,14,-2.37,-14.1187,K16
BD,14,-1.354,-14.1187,K17
BB,14,-0.338,-14.1187,K18
AY,14,0.678,-14.1187,K19
AV,14,1.694,-14.1187,K20
AT,14,2.71,-14.1187,K21
AP,14,3.726,-14.1187,K22
AM,14,4.742,-14.1187,K23
AK,14,5.758,-14.1187,K24
AH,14,6.774,-14.1187,K25
DE,13,-22.182,-15.0001,K26
DC,13,-21.166,-15.0001,K27
DA,13,-20.15,-15.0001,K28
CW,13,-19.134,-15.0001,K29
CU,13,-18.118,-15.0001,K30
CR,13,-17.102,-15.0001,K31
CN,13,-16.086,-15.0001,K32
CL,13,-15.07,-15.0001,K33
CJ,13,-14.054,-15.0001,K34
CG,13,-13.038,-15.0001,K35
CE,13,-12.022,-15.0001,K36
CC,13,-11.006,-15.0001,K37
CA,13,-9.99,-15.0001,K38
BW,13,-8.974,-15.0001,K39
BU,13,-7.958,-15.0001,K40
BR,13,-6.942,-15.0001,K41
BN,13,-5.926,-15.0001,K42
BL,13,-4.91,-15.0001,K43
BJ,13,-3.894,-15.0001,K44
BG,13,-2.878,-15.0001,K45
BE,13,-1.862,-15.0001,K46
BC,13,-0.846,-15.0001,K47
BA,13,0.17,-15.0001,K48
AW,13,1.186,-15.0001,K49
AU,13,2.202,-15.0001,K50
AR,13,3.218,-15.0001,K51
AN,13,4.234,-15.0001,K52
AL,13,5.25,-15.0001,K53
AJ,13,6.266,-15.0001,K54
DF,12,-22.69,-15.8815,K55
DD,12,-21.674,-15.8815,K56
DB,12,-20.658,-15.8815,K57
CY,12,-19.642,-15.8815,K58
CV,12,-18.626,-15.8815,K59
CT,12,-17.61,-15.8815,K60
CP,12,-16.594,-15.8815,K61
CM,12,-15.578,-15.8815,K62
CK,12,-14.562,-15.8815,K63
CH,12,-13.546,-15.8815,K64
CF,12,-12.53,-15.8815,L01
CD,12,-11.514,-15.8815,L02
CB,12,-10.498,-15.8815,L03
BY,12,-9.482,-15.8815,L04
BV,12,-8.466,-15.8815,L05
BT,12,-7.45,-15.8815,L06
BP,12,-6.434,-15.8815,L07
BM,12,-5.418,-15.8815,L08
BK,12,-4.402,-15.8815,L09
BH,12,-3.386,-15.8815,L10
BF,12,-2.37,-15.8815,L11
BD,12,-1.354,-15.8815,L12
BB,12,-0.338,-15.8815,L13
AY,12,0.678,-15.8815,L14
AV,12,1.694,-15.8815,L15
AT,12,2.71,-15.8815,L16
AP,12,3.726,-15.8815,L17
AM,12,4.742,-15.8815,L18
AK,12,5.758,-15.8815,L19
AH,12,6.774,-15.8815,L20
DE,11,-22.182,-16.7629,L21
DC,11,-21.166,-16.7629,L22
DA,11,-20.15,-16.7629,L23
CW,11,-19.134,-16.7629,L24
CU,11,-18.118,-16.7629,L25
CR,11,-17.102,-16.7629,L26
CN,11,-16.086,-16.7629,L27
CL,11,-15.07,-16.7629,L28
CJ,11,-14.054,-16.7629,L29
CG,11,-13.038,-16.7629,L30
CE,11,-12.022,-16.7629,L31
CC,11,-11.006,-16.7629,L32
CA,11,-9.99,-16.7629,L33
BW,11,-8.974,-16.7629,L34
BU,11,-7.958,-16.7629,L35
BR,11,-6.942,-16.7629,L36
BN,11,-5.926,-16.7629,L37
BL,11,-4.91,-16.7629,L38
BJ,11,-3.894,-16.7629,L39
BG,11,-2.878,-16.7629,L40
BE,11,-1.862,-16.7629,L41
BC,11,-0.846,-16.7629,L42
BA,11,0.17,-16.7629,L43
AW,11,1.186,-16.7629,L44
AU,11,2.202,-16.7629,L45
AR,11,3.218,-16.7629,L46
AN,11,4.234,-16.7629,L47
AL,11,5.25,-16.7629,L48
AJ,11,6.266,-16.7629,L49
DF,10,-22.69,-17.6443,L50
DD,10,-21.674,-17.6443,L51
DB,10,-20.658,-17.6443,L52
CY,10,-19.642,-17.6443,L53
